,name,stock_symbol,security_type,sector,industry,link,price_weblink,pair_ID,exchange_ID,exchange,country,last,pair_change_percent(%),daily_change(%),week_change(%),month_change(%),ytd_change(%),one_year_return(%),3year_change(%),52_week_high,52_week_low,52_week_high_diff(%),52_week_low_diff(%),month_change,summary_5mins,summary_15mins,summary_30mins,summary_hourly,summary_daily,summary_weekly,summary_monthly,market_cap,turnover_volume,average_volume,pe_ratio,revenue,eps,beta,dividend,dividend_yield(%),pe_ratio_TTM,price_to_sales_TTM,price_to_cash_flow_MRQ,price_to_free_cash_flow_TTM,price_to_book_MRQ,price_to_tangible_book_MRQ,eps_MRQ_change_1yr(%),eps_TTM_change_1yr(%),eps_growth_5yr(%),sales_MRQ_change_1yr(%),sales_TTM_change_1yr(%),sales_growth_5yr(%),capitalspending_growth_5yr(%),asset_turnover,inventory_turnover,revenue_per_employee(thousand),netincome_per_employee(thousand),receivable_turnover,gross_margin_TTM(%),gross_margin_5yr(%),operating_margin_TTM(%),operating_margin_5yr(%),pretax_margin_TTM(%),pretax_margin_5yr(%),netprofit_margin_TTM(%),netprofit_margin_5yr(%),quick_ratio,current_ratio,LT_debt_to_equity_MRQ(%),total_debt_to_equity(%),dividend_yield_avg_5yr(%),dividend_growth_rate(%),payout_ratio,ADX,ATR,BullBear,CCI,HL,ROC,RSI,STOCH,STOCHRSI,UO,WilliamsR,MACD,GICS_sector,stock_code,historical_price
137,NWP Holdings Bhd,NWPH,ORD,Basic Materials,Forestry & Wood Products,/equities/nwp-holdings-bhd,https://www.investing.com/equities/nwp-holdings-bhd-historical-data,992648,62,Kuala Lumpur,Malaysia,0.15,11.11,11.11,3.45,7.14,36.36,57.89,20.0,0.23,0.03,-34.782608695652,400.0,-12.5,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,Neutral,Buy,64720000.0,12845900,8087281,,5880000.0,-0.01,-0.16,,,,10.99,,,2.1,2.12,79.31,49.24,,61.85,-14.67,-19.63,7.14,0.15,1.93,,,2.47,-49.41,-12.11,-82.95,-85.01,-85.33,-88.32,-85.33,-88.01,0.57,1.23,0.23,0.33,,,,25.925,0.0107,-0.001,25.6668,0.0004,3.448,53.55,19.048,100.0,41.786,-57.143,-0.003,Industrial Products,5025,"              Date  Price   Open   High    Low    Vol. Change %
0     Nov 27, 2020  0.150  0.135  0.150  0.135  12.85M   11.11%
1     Nov 26, 2020  0.135  0.135  0.145  0.135   3.51M    0.00%
2     Nov 25, 2020  0.135  0.135  0.140  0.135   1.29M   -3.57%
3     Nov 24, 2020  0.140  0.140  0.145  0.135   5.89M   -3.45%
4     Nov 23, 2020  0.145  0.145  0.150  0.140   4.68M    0.00%
...            ...    ...    ...    ...    ...     ...      ...
1083  Jan 06, 2016  0.110  0.110  0.110  0.110   5.30K    4.76%
1084  Jan 05, 2016  0.105  0.105  0.130  0.105  15.00K    5.00%
1085  Jan 04, 2016  0.100  0.130  0.130  0.100  10.40K    0.00%
1086  Dec 31, 2015  0.100  0.100  0.100  0.100   2.00K  -28.57%
1087  Dec 29, 2015  0.140  0.140  0.140  0.140  20.00K   16.67%

[1088 rows x 7 columns]"
138,Naim Holdings Bhd,NCHB,ORD,Capital Goods,Construction Services,/equities/naim-holdings-bhd,https://www.investing.com/equities/naim-holdings-bhd-historical-data,950438,62,Kuala Lumpur,Malaysia,0.79,-1.25,-1.25,1.94,-7.06,-26.17,-17.28,-26.17,1.41,0.335,-43.971631205674,135.82089552239,6.25,Strong Sell,Strong Sell,Buy,Sell,Sell,Strong Sell,Strong Sell,395590000.0,3694800,3309010,16.35,208410000.0,0.05,1.93,0.1,12.53,16.35,1.95,6.4,6.56,0.3,0.3,-162.99,-85.23,-33.92,-81.13,-67.74,-8.95,24.14,0.09,0.25,,,0.77,14.62,7.33,-1.43,-0.57,12.35,1.25,10.95,-0.92,0.58,1.81,9.07,34.15,,,0.0,21.101,0.0211,-0.004,75.4747,0.0,1.282,46.198,28.953,73.664,37.869,-61.538,-0.005,Property,5073,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.790  0.800  0.805  0.785    3.69M   -1.25%
1     Nov 26, 2020  0.800  0.805  0.810  0.785    3.84M    0.00%
2     Nov 25, 2020  0.800  0.780  0.830  0.780   13.18M    3.23%
3     Nov 24, 2020  0.775  0.780  0.790  0.770    1.93M   -0.64%
4     Nov 23, 2020  0.780  0.775  0.795  0.775    4.76M    0.65%
...            ...    ...    ...    ...    ...      ...      ...
1214  Dec 04, 2015  2.430  2.380  2.430  2.370   67.00K    0.83%
1215  Dec 03, 2015  2.410  2.400  2.420  2.400   89.00K   -0.82%
1216  Dec 02, 2015  2.430  2.430  2.440  2.390  360.60K   -1.62%
1217  Dec 01, 2015  2.470  2.370  2.470  2.370  128.90K    3.78%
1218  Nov 30, 2015  2.380  2.370  2.390  2.360  270.70K    0.00%

[1219 rows x 7 columns]"
139,Naim Indah Corporation Bhd,PEGA,ORD,Consumer Cyclical,Appliance & Tool,/equities/naim-indah-corporation-bhd,https://www.investing.com/equities/naim-indah-corporation-bhd-historical-data,960832,62,Kuala Lumpur,Malaysia,0.025,0.0,0.0,-28.57,0.0,150.0,400.0,-16.67,0.09,0.005,-72.222222222222,400.0,25.0,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Buy,Strong Buy,263220000.0,29611200,96848981,,56750000.0,0.0,3.51,,,,4.64,,206.67,1.71,1.72,78.76,82.36,,390.81,547.42,24.87,4.81,0.35,93.01,,,13.87,4.79,42.29,-16.36,-37.52,-16.64,-50.27,-16.67,-54.44,5.58,5.79,0.46,2.43,,,,33.292,0.0068,-0.001,-80.7017,-0.0011,0.0,45.868,29.167,0.0,45.677,-75.0,0.001,Property,4464,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.025  0.030  0.030  0.025   29.61M    0.00%
1     Nov 26, 2020  0.025  0.030  0.030  0.025   26.90M  -16.67%
2     Nov 25, 2020  0.030  0.030  0.035  0.025   92.24M    0.00%
3     Nov 24, 2020  0.030  0.030  0.035  0.025  322.60M    0.00%
4     Nov 23, 2020  0.030  0.035  0.035  0.030   43.54M  -14.29%
...            ...    ...    ...    ...    ...      ...      ...
1199  Dec 04, 2015  0.090  0.095  0.095  0.090  170.00K   -5.26%
1200  Dec 03, 2015  0.095  0.095  0.095  0.095  647.00K    0.00%
1201  Dec 02, 2015  0.095  0.095  0.095  0.095  162.50K    0.00%
1202  Dec 01, 2015  0.095  0.095  0.095  0.090    2.58M    5.56%
1203  Nov 30, 2015  0.090  0.095  0.095  0.090    1.02M   -5.26%

[1204 rows x 7 columns]"
140,Nationwide Express Holdings Bhd,NEXP,ORD,Transportation,Trucking,/equities/nationwide-express-courier-services,https://www.investing.com/equities/nationwide-express-courier-services-historical-data,960831,62,Kuala Lumpur,Malaysia,0.425,-2.3,-2.3,-22.02,-28.57,88.89,165.63,-36.09,0.875,0.04,-51.428571428571,962.5,440.91,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Sell,Strong Buy,Strong Buy,52380000.0,3771300,10366736,,59080000.0,-0.31,-1.48,,,,0.89,,2.23,0.47,0.64,-145.13,-24.74,,-40.22,-32.95,-7.86,18.27,0.68,99.83,,,3.83,-2.66,12.04,-65.15,-23.61,-65.15,-23.61,-65.56,-23.96,0.29,0.3,0.0,0.0,,,,55.814,0.0611,-0.144,-163.6743,-0.1061,-34.615,46.484,27.332,0.0,25.15,-91.525,0.042,Transportation&Logistics,9806,"             Date  Price   Open   High    Low    Vol. Change %
0    Nov 27, 2020  0.425  0.420  0.445  0.415   3.77M   -2.30%
1    Nov 26, 2020  0.435  0.440  0.465  0.400   6.31M   -2.25%
2    Nov 25, 2020  0.445  0.490  0.495  0.435   5.12M   -8.25%
3    Nov 24, 2020  0.485  0.530  0.540  0.475   5.11M   -7.62%
4    Nov 23, 2020  0.525  0.545  0.580  0.520   7.06M   -3.67%
..            ...    ...    ...    ...    ...     ...      ...
639  Dec 29, 2015  0.800  0.800  0.800  0.800  50.00K    5.26%
640  Dec 23, 2015  0.760  0.795  0.800  0.760  24.00K    4.11%
641  Dec 22, 2015  0.730  0.730  0.730  0.730   5.40K    1.39%
642  Dec 18, 2015  0.720  0.720  0.720  0.720   8.10K    0.00%
643  Dec 04, 2015  0.720  0.730  0.730  0.720   2.80K   -7.10%

[644 rows x 7 columns]"
141,Negri Sembilan Oil Palms Bhd,NSOS,ORD,Consumer/Non-Cyclical,Crops,/equities/negri-sembilan-oil-palms-bhd,https://www.investing.com/equities/negri-sembilan-oil-palms-bhd-historical-data,950443,62,Kuala Lumpur,Malaysia,3.16,0.0,0.0,0.0,14.49,-12.22,-5.67,-18.51,3.65,2.11,-13.424657534247,49.763033175355,-6.12,Neutral,Neutral,Neutral,Neutral,Strong Buy,Strong Buy,Neutral,221840000.0,0,5089,1975.0,54180000.0,0.0,0.83,0.05,1.27,1975.0,4.09,,,0.41,0.41,3250.0,100.57,,35.82,-2.63,-10.68,11.53,0.07,12.32,,,8.62,29.55,28.75,2.3,5.81,-1.5,4.89,-1.11,4.07,22.03,22.48,0.0,0.0,1.57,-5.9,2509.01,37.142,0.0657,0.13,63.8248,0.0871,14.493,61.145,67.218,51.28,52.543,-26.415,0.1,Plantations,2038,"             Date  Price  Open  High   Low    Vol. Change %
0    Nov 25, 2020   3.16  3.16  3.16  3.16   0.10K    0.32%
1    Nov 24, 2020   3.15  3.16  3.16  3.15   6.50K   -0.32%
2    Nov 20, 2020   3.16  3.20  3.20  3.16   2.00K   -1.25%
3    Nov 19, 2020   3.20  3.20  3.30  3.20   9.50K    1.91%
4    Nov 18, 2020   3.14  3.14  3.14  3.14   2.00K   -4.27%
..            ...    ...   ...   ...   ...     ...      ...
572  Dec 10, 2015   4.22  4.22  4.22  4.22   1.50K   -0.71%
573  Dec 09, 2015   4.25  4.21  4.25  4.21  23.50K    1.19%
574  Dec 08, 2015   4.20  4.20  4.21  4.20  23.00K   -0.47%
575  Dec 04, 2015   4.22  4.22  4.22  4.22   2.20K    0.00%
576  Dec 02, 2015   4.22  4.20  4.22  4.20  24.00K    0.48%

[577 rows x 7 columns]"
142,Nestle (Malaysia) Bhd,NESM,ORD,Consumer/Non-Cyclical,Food Processing,/equities/nestle-(malaysia)-bhd,https://www.investing.com/equities/nestle-(malaysia)-bhd-historical-data,950439,62,Kuala Lumpur,Malaysia,138.5,-0.86,-0.86,-1.07,-0.65,-5.78,-3.35,42.34,149.9,120.0,-7.6050700466978,15.416666666667,-1.41,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Neutral,32480000000.0,141300,62173,58.84,5370000000.0,2.35,0.21,1.4,1.01,58.84,6.05,135.38,78.67,54.82,61.55,-13.83,-16.98,4.1,-0.88,-3.0,2.79,-12.68,1.91,6.13,1.15,117.81,8.9,36.76,38.27,14.21,16.16,13.58,15.49,10.28,12.22,0.33,0.65,31.69,62.44,2.49,1.22,118.94,26.05,1.9071,-0.54,-91.4124,-0.1357,-1.773,44.577,55.142,0.0,44.246,-65.854,-0.27,Consumer,4707,"              Date   Price    Open    High     Low     Vol. Change %
0     Nov 27, 2020  138.50  139.40  140.30  138.50  141.30K   -0.86%
1     Nov 26, 2020  139.70  139.60  140.60  139.00  147.70K    0.14%
2     Nov 25, 2020  139.50  139.00  139.90  139.00   53.20K    0.36%
3     Nov 24, 2020  139.00  140.10  140.10  139.00   35.70K   -1.42%
4     Nov 23, 2020  141.00  140.30  141.20  139.60   80.40K    0.71%
...            ...     ...     ...     ...     ...      ...      ...
1210  Dec 07, 2015   74.30   74.30   74.30   73.50    2.90K    0.00%
1211  Dec 04, 2015   74.30   74.60   74.60   73.56    0.60K   -0.40%
1212  Dec 03, 2015   74.60   74.58   74.60   74.58    0.30K    0.03%
1213  Dec 02, 2015   74.58   73.56   74.58   73.56    1.10K    1.47%
1214  Dec 01, 2015   73.50   74.00   74.00   73.50    0.40K    0.00%

[1215 rows x 7 columns]"
143,NetX Holdings Bhd,NETX,ORD,Financial,Consumer Financial Services,/equities/netx-holdings-bhd,https://www.investing.com/equities/netx-holdings-bhd-historical-data,992877,62,Kuala Lumpur,Malaysia,0.15,3.45,3.45,3.45,42.86,-61.39,-61.39,233.33,0.486,0.095,-69.135802469136,57.894736842105,-26.96,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,Strong Sell,Strong Buy,125400000.0,56692200,58811085,,11510000.0,-0.09,3.33,,,,10.89,,,0.41,1.66,66.5,22.56,,1708.53,130.11,,,0.13,134.22,,,1.62,59.78,28.86,-102.49,-76.49,-103.25,-77.95,-103.22,-83.29,18.23,18.23,1.75,2.04,,,,51.998,0.0214,0.005,-41.8182,0.0,7.143,50.882,8.73,36.172,32.827,-85.714,-0.002,Technology,0020,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.150  0.145  0.150  0.145   56.69M    3.45%
1     Nov 26, 2020  0.145  0.140  0.145  0.140   95.30M    3.57%
2     Nov 25, 2020  0.140  0.145  0.150  0.140  111.93M    0.00%
3     Nov 24, 2020  0.140  0.150  0.155  0.140   99.75M   -3.45%
4     Nov 23, 2020  0.145  0.150  0.155  0.140  167.83M    0.00%
...            ...    ...    ...    ...    ...      ...      ...
1200  Dec 04, 2015  0.045  0.045  0.045  0.045   20.00K    0.00%
1201  Dec 03, 2015  0.045  0.045  0.050  0.045  178.30K    0.00%
1202  Dec 02, 2015  0.045  0.050  0.050  0.045  122.00K    0.00%
1203  Dec 01, 2015  0.045  0.050  0.050  0.045  250.00K  -10.00%
1204  Nov 30, 2015  0.050  0.045  0.050  0.045    2.14M   11.11%

[1205 rows x 7 columns]"
144,New Hoong Fatt Holdings Bhd,NHFH,ORD,Consumer Cyclical,Auto & Truck Parts,/equities/new-hoong-fatt-holdings-bhd,https://www.investing.com/equities/new-hoong-fatt-holdings-bhd-historical-data,950440,62,Kuala Lumpur,Malaysia,2.17,2.36,2.36,1.88,9.05,-19.33,-19.63,-29.8,2.73,1.85,-20.512820512821,17.297297297297,1.53,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Sell,179400000.0,4400,8223,21.56,244720000.0,0.1,0.47,0.1,4.61,21.56,0.73,12.11,5.96,0.39,0.39,17.19,-48.31,4.43,-1.28,-9.24,6.6,-1.28,0.43,3.78,,,5.12,21.77,25.35,4.92,10.9,4.47,10.29,3.4,8.05,1.64,2.48,0.09,7.84,3.59,0.0,99.35,89.185,0.045,0.044,69.871,0.0971,11.282,67.014,80.601,100.0,72.49,0.0,0.047,Consumer,7060,"             Date  Price  Open  High   Low    Vol. Change %
0    Nov 27, 2020   2.17  2.05  2.17  2.05   4.40K    2.36%
1    Nov 26, 2020   2.12  2.13  2.13  2.12   6.30K    0.00%
2    Nov 25, 2020   2.12  2.12  2.12  2.12   1.10K   -0.47%
3    Nov 23, 2020   2.13  2.13  2.13  2.13   1.80K    0.00%
4    Nov 20, 2020   2.13  2.13  2.13  2.13   5.00K    0.47%
..            ...    ...   ...   ...   ...     ...      ...
841  Dec 07, 2015   2.77  2.76  2.77  2.76  18.40K    0.00%
842  Dec 04, 2015   2.77  2.72  2.77  2.72  22.00K    1.09%
843  Dec 02, 2015   2.74  2.73  2.74  2.73  17.00K    0.00%
844  Dec 01, 2015   2.74  2.77  2.77  2.74  26.40K   -0.36%
845  Nov 30, 2015   2.75  2.74  2.75  2.74  15.00K   -0.36%

[846 rows x 7 columns]"
145,Nexgram Holdings Bhd,NEXG,ORD,Technology,Software & Programming,/equities/nexgram-holdings-bhd,https://www.investing.com/equities/nexgram-holdings-bhd-historical-data,992878,62,Kuala Lumpur,Malaysia,0.05,0.0,0.0,0.0,42.86,233.33,233.33,42.86,0.08,0.005,-37.5,900.0,0.0,Strong Sell,Strong Sell,Strong Buy,Strong Buy,Neutral,Neutral,Strong Buy,132970000.0,62531800,40167879,,41280000.0,-0.02,3.89,,,,3.22,41.85,3.2,1.29,2.31,-118.77,-141.77,,0.69,-28.9,,,0.22,,,,1.98,,,-147.11,,-150.84,,-148.92,,1.68,1.79,5.01,14.32,,,,31.098,0.0086,-0.002,-48.2094,0.0,11.111,51.959,29.444,0.0,40.816,-66.667,0.003,Telco&Media,0096,"              Date  Price   Open   High    Low    Vol. Change %
0     Nov 27, 2020  0.050  0.050  0.055  0.045  62.53M    0.00%
1     Nov 26, 2020  0.050  0.055  0.055  0.050  51.74M    0.00%
2     Nov 25, 2020  0.050  0.055  0.055  0.050  25.60M    0.00%
3     Nov 24, 2020  0.050  0.055  0.055  0.050  25.99M   -9.09%
4     Nov 23, 2020  0.055  0.055  0.060  0.050  72.65M   10.00%
...            ...    ...    ...    ...    ...     ...      ...
1209  Dec 04, 2015  0.090  0.085  0.090  0.085   2.61M    0.00%
1210  Dec 03, 2015  0.090  0.085  0.090  0.085   7.64M    5.88%
1211  Dec 02, 2015  0.085  0.090  0.095  0.085  21.11M   -5.56%
1212  Dec 01, 2015  0.090  0.090  0.090  0.085   2.34M    0.00%
1213  Nov 30, 2015  0.090  0.085  0.090  0.085  12.59M    5.88%

[1214 rows x 7 columns]"
146,Nextgreen Global Bhd,NEXT,ORD,Services,Printing & Publishing,/equities/bhs-industries-bhd,https://www.investing.com/equities/bhs-industries-bhd-historical-data,950122,62,Kuala Lumpur,Malaysia,0.41,1.23,1.23,1.23,3.8,2.5,7.89,10.81,0.475,0.14,-13.684210526316,192.85714285714,-2.47,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,237710000.0,902000,1636840,,31610000.0,-0.09,1.67,,,137.12,7.52,,,1.77,1.81,278.57,-635.92,,463.87,25.37,-14.44,24.98,0.19,,,,1.5,,12.21,-101.28,-3.03,-103.47,-3.45,-107.66,-1.12,1.97,5.17,7.7,7.8,,,0.0,27.849,0.0118,0.007,94.1344,0.0021,1.235,57.199,47.619,96.102,52.466,-42.857,-0.001,Industrial Products,7241,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.410  0.405  0.410  0.405  902.00K    1.23%
1     Nov 26, 2020  0.405  0.405  0.405  0.400  421.90K    0.00%
2     Nov 25, 2020  0.405  0.410  0.415  0.395  912.40K    0.00%
3     Nov 24, 2020  0.405  0.415  0.415  0.395    1.19M   -1.22%
4     Nov 23, 2020  0.410  0.415  0.420  0.405    1.65M    1.23%
...            ...    ...    ...    ...    ...      ...      ...
1214  Dec 04, 2015  0.410  0.405  0.420  0.405    2.12M    1.23%
1215  Dec 03, 2015  0.405  0.395  0.415  0.390    3.11M    1.25%
1216  Dec 02, 2015  0.400  0.400  0.405  0.395    1.09M    0.00%
1217  Dec 01, 2015  0.400  0.390  0.400  0.390  530.50K    1.27%
1218  Nov 30, 2015  0.395  0.395  0.400  0.390  859.50K    0.00%

[1219 rows x 7 columns]"
147,Ni Hsin Resources Bhd,NHSN,ORD,Basic Materials,Misc. Fabricated Products,/equities/ni-hsin-resources-bhd,https://www.investing.com/equities/ni-hsin-resources-bhd-historical-data,950441,62,Kuala Lumpur,Malaysia,0.22,0.0,0.0,-4.35,12.82,46.67,41.94,9.45,0.33,0.055,-33.333333333333,300.0,0.0,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Buy,Neutral,Strong Buy,69040000.0,2489700,7960690,46.71,27730000.0,0.0,1.65,,,46.71,2.57,,106.92,0.79,0.87,719.19,118.85,-5.49,19.2,-11.0,-5.24,-26.42,0.29,0.99,,,7.32,24.36,26.03,2.83,-1.98,2.47,-2.06,4.97,-2.52,4.1,7.25,0.0,3.59,,,0.0,31.858,0.0114,-0.008,-46.9602,0.0,4.762,52.802,48.73,26.017,63.121,-42.857,0.003,Consumer,7215,"              Date  Price   Open   High    Low   Vol. Change %
0     Nov 27, 2020  0.220  0.215  0.220  0.210  2.49M    0.00%
1     Nov 26, 2020  0.220  0.215  0.220  0.210  1.78M    0.00%
2     Nov 25, 2020  0.220  0.215  0.220  0.210  1.75M    2.33%
3     Nov 24, 2020  0.215  0.220  0.225  0.210  6.18M   -4.44%
4     Nov 23, 2020  0.225  0.230  0.230  0.220  2.80M   -2.17%
...            ...    ...    ...    ...    ...    ...      ...
1207  Dec 04, 2015  0.280  0.280  0.285  0.275  1.75M    0.00%
1208  Dec 03, 2015  0.280  0.285  0.290  0.280  1.83M   -3.45%
1209  Dec 02, 2015  0.290  0.300  0.305  0.285  3.47M   -1.69%
1210  Dec 01, 2015  0.295  0.285  0.300  0.285  2.27M    3.51%
1211  Nov 30, 2015  0.285  0.285  0.290  0.280  2.01M   -1.72%

[1212 rows x 7 columns]"
148,Niche Capital Emas Holdings,NICH,ORD,Consumer Cyclical,Jewelry & Silverware,/equities/niche-capital-emas-holdings,https://www.investing.com/equities/niche-capital-emas-holdings-historical-data,950442,62,Kuala Lumpur,Malaysia,0.24,0.0,0.0,-5.88,0.0,269.23,269.23,300.0,0.53,0.03,-54.716981132075,700.0,9.09,Strong Buy,Strong Buy,Buy,Strong Sell,Sell,Neutral,Strong Buy,175560000.0,2950500,22058929,,10250000.0,0.0,-0.89,,,3.18,17.13,80.88,32.6,5.38,5.6,5.51,-104.37,,23.81,15.12,,,0.27,0.46,,,1.36,0.31,22.68,-27.35,-10.69,-27.65,-10.85,-28.93,-12.2,1.58,6.26,0.67,1.24,,,0.0,21.019,0.0107,-0.011,-102.1384,0.0,-12.727,47.524,38.889,29.24,47.897,-66.667,-0.002,Consumer,7139,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.240  0.240  0.240  0.235    2.95M    0.00%
1     Nov 26, 2020  0.240  0.235  0.240  0.235    3.15M    2.13%
2     Nov 25, 2020  0.235  0.230  0.240  0.230    4.79M    0.00%
3     Nov 24, 2020  0.235  0.240  0.245  0.235   10.86M   -4.08%
4     Nov 23, 2020  0.245  0.255  0.255  0.245    5.44M   -3.92%
...            ...    ...    ...    ...    ...      ...      ...
1107  Dec 07, 2015  0.110  0.105  0.110  0.105  333.60K    4.76%
1108  Dec 04, 2015  0.105  0.100  0.105  0.100  250.00K    5.00%
1109  Dec 03, 2015  0.100  0.095  0.100  0.095   86.70K    0.00%
1110  Dec 02, 2015  0.100  0.100  0.100  0.100   40.00K    0.00%
1111  Nov 30, 2015  0.100  0.100  0.100  0.100  399.00K   -9.09%

[1112 rows x 7 columns]"
149,Notion Vtec Bhd,NVTE,ORD,Technology,Computer Storage Devices,/equities/notion-vtec-bhd,https://www.investing.com/equities/notion-vtec-bhd-historical-data,950445,62,Kuala Lumpur,Malaysia,0.985,-1.5,-1.5,-5.29,-10.45,53.91,79.09,98.99,2.34,0.273,-57.905982905983,260.80586080586,5.77,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Sell,Neutral,506990000.0,5704200,23688538,79.95,242280000.0,0.01,1.91,0.01,0.67,79.95,2.09,,4155.66,1.18,1.2,-44.22,-15.33,13.53,7.14,1.93,0.21,24.17,0.44,4.79,,,3.54,10.72,11.59,4.74,10.77,2.92,9.7,2.6,6.45,2.28,2.89,10.63,14.64,,-20.61,0.0,54.158,0.0489,-0.066,-91.3043,-0.0354,-15.812,37.356,31.805,20.208,32.549,-81.579,-0.035,Technology,0083,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.985  1.000  1.010  0.980    5.70M   -1.50%
1     Nov 26, 2020  1.000  0.985  1.010  0.970   12.67M    2.04%
2     Nov 25, 2020  0.980  1.010  1.020  0.980    7.88M   -2.00%
3     Nov 24, 2020  1.000  1.020  1.030  0.990    6.70M   -0.99%
4     Nov 23, 2020  1.010  1.050  1.050  1.010    5.72M   -2.88%
...            ...    ...    ...    ...    ...      ...      ...
1218  Dec 04, 2015  0.375  0.375  0.380  0.370  830.50K   -1.32%
1219  Dec 03, 2015  0.380  0.380  0.380  0.375  199.50K    2.70%
1220  Dec 02, 2015  0.370  0.385  0.385  0.370    1.37M   -1.33%
1221  Dec 01, 2015  0.375  0.385  0.385  0.375    1.00M   -3.85%
1222  Nov 30, 2015  0.390  0.380  0.390  0.375    2.19M    4.00%

[1223 rows x 7 columns]"
150,Nova MSC Bhd,NOVS,ORD,Technology,Software & Programming,/equities/nova-msc-bhd,https://www.investing.com/equities/nova-msc-bhd-historical-data,992880,62,Kuala Lumpur,Malaysia,0.095,0.0,0.0,-5.0,18.75,115.91,137.5,-5.0,0.135,0.015,-29.62962962963,533.33333333333,0.0,Sell,Sell,Neutral,Neutral,Neutral,Buy,Strong Buy,91210000.0,23758100,42592935,,34780000.0,-0.01,1.51,,,21.63,2.9,,,1.53,2.23,-93.59,-433.59,16.98,-8.09,-32.59,4.03,27.55,0.4,690.93,,,0.72,19.71,22.0,-20.88,-9.62,-15.27,-10.07,-15.31,-9.68,2.31,3.56,0.62,12.18,,,0.0,18.881,0.0093,-0.002,-63.5603,-0.0004,5.556,50.984,28.333,0.0,54.33,-66.667,0.002,Technology,0026,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.095  0.095  0.100  0.090   23.76M    0.00%
1     Nov 26, 2020  0.095  0.090  0.100  0.090   16.26M    0.00%
2     Nov 25, 2020  0.095  0.095  0.095  0.090    5.29M    0.00%
3     Nov 24, 2020  0.095  0.100  0.105  0.095   27.03M   -5.00%
4     Nov 23, 2020  0.100  0.100  0.100  0.095    4.78M    0.00%
...            ...    ...    ...    ...    ...      ...      ...
1210  Dec 04, 2015  0.115  0.115  0.115  0.115  235.30K    0.00%
1211  Dec 03, 2015  0.115  0.120  0.120  0.115    1.22M   -4.17%
1212  Dec 02, 2015  0.120  0.125  0.125  0.120    2.05M    0.00%
1213  Dec 01, 2015  0.120  0.120  0.120  0.115    5.88M   -4.00%
1214  Nov 30, 2015  0.125  0.120  0.125  0.120    1.63M    0.00%

[1215 rows x 7 columns]"
151,Nova Wellness Group Bhd,NOVW,ORD,Healthcare,Biotechnology & Drugs,/equities/nova-wellness,https://www.investing.com/equities/nova-wellness-historical-data,1094236,62,Kuala Lumpur,Malaysia,0.96,3.23,3.23,2.13,8.47,84.62,77.78,,1.32,0.34,-27.272727272727,182.35294117647,-1.12,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,Neutral,Strong Buy,305030000.0,472800,791541,22.04,43320000.0,0.04,,0.01,1.49,22.04,8.17,,139.19,3.37,3.69,45.03,15.12,-4.65,50.98,20.87,8.44,39.07,0.39,0.99,282.74,104.85,3.97,76.71,73.21,49.81,51.08,49.81,51.08,37.08,43.09,10.32,12.55,0.0,0.0,,,26.4,18.414,0.0229,0.011,-21.3433,0.0,-3.518,53.524,29.762,95.523,40.019,-60.0,-0.001,Health Care,0201,"             Date  Price   Open   High    Low     Vol. Change %
0    Nov 27, 2020  0.960  0.940  0.960  0.935  472.80K    3.23%
1    Nov 26, 2020  0.930  0.935  0.940  0.925  116.50K   -0.53%
2    Nov 25, 2020  0.935  0.940  0.950  0.935  141.60K    0.00%
3    Nov 24, 2020  0.935  0.940  0.945  0.930  412.00K    0.00%
4    Nov 23, 2020  0.935  0.940  0.950  0.930  181.30K   -0.53%
..            ...    ...    ...    ...    ...      ...      ...
562  Jul 27, 2018  0.615  0.600  0.640  0.600    5.49M    2.50%
563  Jul 26, 2018  0.600  0.650  0.650  0.590    7.63M   -7.69%
564  Jul 25, 2018  0.650  0.710  0.710  0.635    7.74M   -9.09%
565  Jul 24, 2018  0.715  0.720  0.740  0.685    9.05M   -2.05%
566  Jul 23, 2018  0.730  0.765  0.775  0.710    7.77M   -3.95%

[567 rows x 7 columns]"
